Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Idi i smotri,1985.0,8.3,68644.0,"Drama, Thriller, War",142.0,Film,Not Rated,-1.0,Moderate,Severe,Mild,Mild,Severe
The Larkins,1985.0,4.8,303.0,"Comedy, Drama",-1.0,Series,None,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
Six Feet Under,1985.0,8.7,127144.0,"Comedy, Drama",60.0,Series,TV-MA,63.0,Moderate,Moderate,Severe,Severe,Moderate
Men in Black,1997.0,7.3,537337.0,"Action, Adventure, Comedy",98.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Mild
The Lord of the Rings: The Return of the King,2003.0,8.9,1715063.0,"Action, Adventure, Drama",201.0,Film,PG-13,-1.0,None,Moderate,None,Mild,Moderate
Britannia,2003.0,6.8,13974.0,"Action, Drama, Fantasy",60.0,Series,TV-MA,27.0,Moderate,Severe,Severe,Mild,Moderate
Small Engine Repair,2021.0,6.6,985.0,"Comedy, Drama, Thriller",102.0,Film,R,-1.0,Severe,Moderate,Severe,Moderate,Moderate
Toma,2021.0,9.3,5562.0,"Biography, Drama, Music",140.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Lord of the Rings,2021.0,-1.0,-1.0,"Action, Adventure, Drama",-1.0,Series,None,9.0,No Rate,No Rate,No Rate,No Rate,No Rate
Star Wars,1977.0,8.6,1280508.0,"Action, Adventure, Fantasy",121.0,Film,PG,-1.0,None,Mild,None,Mild,Mild
The Stand,1977.0,5.5,21306.0,"Adventure, Drama, Fantasy",510.0,Series,TV-MA,9.0,Moderate,Severe,Severe,Moderate,Severe
The Wonder Years,1977.0,8.3,36046.0,"Comedy, Drama, Family",22.0,Series,TV-PG,115.0,None,None,None,None,None
Death Note: Desu nôto,1977.0,9.0,272380.0,"Animation, Crime, Drama",24.0,Series,TV-14,37.0,Mild,Moderate,Mild,Mild,Severe
MacGyver,1977.0,5.4,19592.0,"Action, Adventure, Drama",43.0,Series,TV-14,95.0,None,Moderate,Mild,Mild,Mild
On the Verge,1977.0,6.5,2065.0,Comedy,35.0,Series,TV-14,12.0,Moderate,None,No Rate,No Rate,None
Clueless,1995.0,6.9,198808.0,"Comedy, Romance",97.0,Film,PG-13,-1.0,Mild,None,Mild,Mild,None
Baby Driver,2017.0,7.6,480085.0,"Action, Crime, Drama",113.0,Film,R,-1.0,None,Moderate,Severe,Mild,Moderate
The Ice Road,2021.0,5.6,26526.0,"Action, Adventure, Drama",109.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Moderate
Harry Potter and the Prisoner of Azkaban,2004.0,7.9,582354.0,"Adventure, Family, Fantasy",142.0,Film,PG,-1.0,None,Moderate,Mild,Mild,Moderate
The Outsiders,1983.0,7.1,80102.0,"Crime, Drama",91.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Moderate
The Last House on the Left,2009.0,6.5,89319.0,"Horror, Thriller",110.0,Film,R,-1.0,Severe,Severe,Severe,Moderate,Severe
The Lost Daughter,2021.0,6.6,371.0,Drama,121.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Escape the Undertaker,2021.0,4.1,557.0,"Short, Mystery",31.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Scott Pilgrim vs. the World,2010.0,7.5,402891.0,"Action, Comedy, Fantasy",112.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,None
The Mauritanian,2021.0,7.5,38934.0,"Drama, Thriller",129.0,Film,R,-1.0,Mild,Moderate,Moderate,Mild,Severe
American Pie,1999.0,7.0,390360.0,Comedy,95.0,Film,R,-1.0,Severe,None,Moderate,Moderate,None
Halloween 5: The Revenge of Michael Myers,1989.0,5.1,37734.0,"Horror, Thriller",96.0,Film,R,-1.0,Moderate,Severe,Mild,Mild,Severe
12 Angry Men,1957.0,9.0,732301.0,"Crime, Drama",96.0,Film,Approved,-1.0,None,None,None,Mild,Mild
Doctor Strange in the Multiverse of Madness,2022.0,-1.0,-1.0,"Action, Adventure, Fantasy",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Death Proof,2007.0,7.0,279711.0,"Action, Thriller",127.0,Film,TV-MA,-1.0,Mild,Severe,Severe,Moderate,Moderate
Atonement,2007.0,7.8,263578.0,"Drama, Mystery, Romance",123.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Moderate
Longmire,2007.0,8.3,31706.0,"Action, Crime, Drama",60.0,Series,TV-14,63.0,Mild,Moderate,Mild,Moderate,Mild
The Avengers,2012.0,8.0,1311358.0,"Action, Adventure, Sci-Fi",143.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Mild
Suedi,2021.0,6.4,2081.0,"Comedy, Drama",89.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
NCIS: New Orleans,2021.0,6.8,16654.0,"Action, Crime, Drama",42.0,Series,TV-14,155.0,Mild,Moderate,Mild,Moderate,Moderate
Naruto,2021.0,8.3,83968.0,"Animation, Action, Adventure",24.0,Series,TV-PG,220.0,Mild,Moderate,Mild,Mild,Moderate
Moonrise Kingdom,2012.0,7.8,332257.0,"Comedy, Drama, Romance",94.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Mild
Clue,1985.0,7.3,90668.0,"Comedy, Crime, Mystery",94.0,Film,PG,-1.0,Mild,Mild,Mild,Mild,Mild
El hoyo,2019.0,7.0,191553.0,"Horror, Sci-Fi, Thriller",94.0,Film,TV-MA,-1.0,Moderate,Severe,Mild,Mild,Severe
In the Heights,2021.0,7.4,35374.0,"Drama, Musical, Romance",143.0,Film,E,-1.0,Mild,None,Mild,Mild,None
Kamisama no iu tôri,2014.0,6.4,5725.0,"Adventure, Horror, Sci-Fi",117.0,Film,TV-MA,-1.0,None,Severe,Mild,None,Moderate
Altered Carbon,2014.0,8.0,152255.0,"Action, Drama, Sci-Fi",60.0,Series,TV-MA,18.0,Severe,Severe,Moderate,Moderate,Moderate
SAS: Red Notice,2021.0,5.1,14731.0,"Action, Thriller",124.0,Film,R,-1.0,None,Moderate,Moderate,None,Moderate
What Is Life Worth,2020.0,6.8,9296.0,"Biography, Drama, History",118.0,Film,PG-13,-1.0,None,None,Mild,None,Mild
Scary Stories to Tell in the Dark,2019.0,6.2,68710.0,"Adventure, Horror, Mystery",108.0,Film,PG-13,-1.0,None,Moderate,Mild,None,Severe
Enterprise,2019.0,7.5,49317.0,"Action, Adventure, Drama",60.0,Series,TV-PG,97.0,Mild,Mild,Mild,None,Mild
Deadwood,2019.0,8.6,99699.0,"Crime, Drama, History",55.0,Series,TV-MA,36.0,Severe,Severe,Severe,Severe,Moderate
No Sudden Move,2021.0,6.5,23345.0,"Crime, Drama, Mystery",115.0,Film,R,-1.0,None,Moderate,Moderate,Moderate,Moderate
The Neighborhood,2021.0,6.4,5931.0,Comedy,30.0,Series,TV-PG,67.0,Mild,Mild,Mild,Mild,None
Red Notice,2021.0,-1.0,-1.0,"Action, Comedy, Crime",-1.0,Film,PG-13,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Barry,2021.0,8.3,54418.0,"Action, Comedy, Crime",30.0,Series,TV-MA,18.0,Mild,Severe,Severe,Mild,Moderate
The Irishman,2019.0,7.8,353241.0,"Biography, Crime, Drama",209.0,Film,R,-1.0,None,Severe,Severe,Moderate,Moderate
Step Brothers,2008.0,6.9,279245.0,Comedy,98.0,Film,R,-1.0,Moderate,Mild,Severe,Mild,None
BAC Nord,2020.0,6.9,5294.0,"Action, Crime, Thriller",105.0,Film,TV-MA,-1.0,Mild,Moderate,No Rate,Moderate,No Rate
Charlie and the Chocolate Factory,2005.0,6.6,448686.0,"Adventure, Comedy, Family",115.0,Film,PG,-1.0,None,Mild,Mild,None,Moderate
Broadchurch,2005.0,8.4,103243.0,"Crime, Drama, Mystery",48.0,Series,TV-MA,24.0,Mild,Moderate,Moderate,Mild,Moderate
Dunkirk,2017.0,7.8,598523.0,"Action, Drama, History",106.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Severe
Firefly,2017.0,9.0,252106.0,"Adventure, Drama, Sci-Fi",44.0,Series,TV-14,14.0,Moderate,Moderate,Mild,Mild,Moderate
Aquaman,2018.0,6.9,417971.0,"Action, Adventure, Fantasy",143.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Mild
Cashback,2006.0,7.1,85011.0,"Comedy, Drama, Romance",102.0,Film,R,-1.0,Severe,Mild,Moderate,Mild,Mild
The Boss Baby: Family Business,2021.0,5.9,11863.0,"Animation, Adventure, Comedy",107.0,Film,E,-1.0,Mild,Mild,Mild,None,Mild
The Living Daylights,1987.0,6.7,93814.0,"Action, Adventure, Thriller",130.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Mild
28 Days Later...,2002.0,7.6,393805.0,"Drama, Horror, Sci-Fi",113.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Severe
John Wick: Chapter 4,2022.0,-1.0,-1.0,"Action, Crime, Thriller",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Invasion,2022.0,-1.0,-1.0,"Drama, Fantasy, Sci-Fi",-1.0,Series,TV-MA,10.0,No Rate,No Rate,No Rate,No Rate,No Rate
The King of Queens,2022.0,7.3,78594.0,Comedy,22.0,Series,TV-PG,207.0,Mild,None,Mild,Mild,None
American Dad!,2022.0,7.3,121136.0,"Animation, Comedy",22.0,Series,TV-14,322.0,Moderate,Severe,Moderate,Moderate,Moderate
Night Hunter,2018.0,5.9,18222.0,Thriller,98.0,Film,R,-1.0,None,Moderate,Severe,Mild,Moderate
Love and Monsters,2020.0,7.0,109343.0,"Action, Adventure, Comedy",109.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Mild
The Bold Type,2020.0,7.9,17683.0,"Comedy, Drama",45.0,Series,TV-14,52.0,Moderate,None,Mild,Mild,None
Doctor Strange,2016.0,7.5,647690.0,"Action, Adventure, Fantasy",115.0,Film,PG-13,-1.0,None,Moderate,Mild,None,Moderate
Wrong Turn,2021.0,5.5,22824.0,"Horror, Thriller",109.0,Film,R,-1.0,Mild,Severe,Severe,Mild,Severe
Soul,2020.0,8.1,281089.0,"Animation, Adventure, Comedy",100.0,Film,PG,-1.0,None,None,None,None,Mild
Avengers: Age of Ultron,2015.0,7.3,794220.0,"Action, Adventure, Sci-Fi",141.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Silicon Valley,2015.0,8.5,135665.0,Comedy,28.0,Series,TV-MA,53.0,Moderate,Mild,Severe,Moderate,None
There Will Be Blood,2007.0,8.2,546904.0,Drama,158.0,Film,R,-1.0,None,Moderate,Mild,Mild,Moderate
Maleficent,2014.0,7.0,358078.0,"Action, Adventure, Family",97.0,Film,PG,-1.0,None,Moderate,None,None,Mild
Cars,2006.0,7.1,388952.0,"Animation, Adventure, Comedy",117.0,Film,G,-1.0,None,None,Mild,None,Mild
"Beverly Hills, 90210",2006.0,6.4,32848.0,"Drama, Romance",44.0,Series,TV-PG,292.0,Mild,Mild,Mild,Moderate,Moderate
Designated Survivor,2006.0,7.5,83143.0,"Action, Drama, Mystery",60.0,Series,TV-14,53.0,Moderate,Mild,Moderate,Mild,Mild
Oz,2006.0,8.7,93783.0,"Crime, Drama, Thriller",55.0,Series,TV-MA,56.0,Severe,Severe,Severe,Severe,Severe
Premonition,2007.0,5.9,75465.0,"Drama, Fantasy, Mystery",96.0,Film,PG-13,-1.0,None,Mild,Mild,None,Mild
A Nightmare on Elm Street 3: Dream Warriors,1987.0,6.6,75796.0,"Fantasy, Horror",96.0,Film,R,-1.0,Moderate,Severe,Moderate,Moderate,Severe
The Witches,2020.0,5.3,33099.0,"Adventure, Comedy, Family",106.0,Film,PG,-1.0,None,Moderate,None,Mild,Moderate
SpongeBob SquarePants,2020.0,8.2,89772.0,"Animation, Comedy, Family",23.0,Series,TV-Y,289.0,Mild,Mild,Mild,None,Moderate
iZombie,2020.0,7.8,63508.0,"Comedy, Crime, Drama",42.0,Series,TV-14,71.0,Mild,Moderate,Mild,Mild,Mild
The Great British Bake Off,2020.0,8.5,8422.0,Reality-TV,60.0,Series,TV-PG,153.0,None,None,Mild,None,None
Iron Man,2008.0,7.9,986931.0,"Action, Adventure, Sci-Fi",126.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
The Village,2004.0,6.5,251685.0,"Drama, Mystery, Thriller",108.0,Film,PG-13,-1.0,None,Moderate,None,None,Moderate
Hunter x Hunter,2004.0,9.0,73615.0,"Animation, Action, Adventure",24.0,Series,TV-14,148.0,Mild,Moderate,Mild,Mild,Severe
Fuimos canciones,2021.0,5.3,1015.0,"Comedy, Music, Romance",110.0,Film,TV-MA,-1.0,Moderate,No Rate,No Rate,No Rate,No Rate
Private Practice,2021.0,6.7,24189.0,"Comedy, Drama, Romance",60.0,Series,TV-14,112.0,Moderate,Moderate,Mild,Moderate,Mild
300,2006.0,7.6,758693.0,"Action, Drama",117.0,Film,R,-1.0,Moderate,Severe,Mild,None,Severe
Thor,2011.0,7.0,786140.0,"Action, Adventure, Fantasy",115.0,Film,PG-13,-1.0,None,Mild,Mild,Mild,Mild
The Lobster,2015.0,7.2,235976.0,"Comedy, Drama, Romance",119.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Moderate
Transformers,2007.0,7.0,614130.0,"Action, Adventure, Sci-Fi",144.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Batwoman,2007.0,3.4,38496.0,"Action, Adventure, Crime",45.0,Series,TV-14,43.0,Mild,Moderate,Mild,Mild,Moderate
The Chosen,2007.0,9.6,21759.0,"Drama, History",54.0,Series,TV-PG,17.0,None,None,None,None,Mild
Ray Donovan,2007.0,8.3,80858.0,"Crime, Drama",60.0,Series,TV-MA,82.0,Severe,Severe,Severe,Severe,Moderate
Sense8,2007.0,8.3,146144.0,"Drama, Mystery, Sci-Fi",60.0,Series,TV-MA,24.0,Severe,Moderate,Moderate,Moderate,Moderate
The Boy in the Striped Pyjamas,2008.0,7.8,202382.0,"Drama, History, War",94.0,Film,PG-13,-1.0,None,Moderate,None,Mild,Severe
Finch,2021.0,-1.0,-1.0,"Drama, Sci-Fi",115.0,Film,PG-13,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Annette,2021.0,6.4,9794.0,"Drama, Musical, Romance",141.0,Film,R,-1.0,Severe,Moderate,Moderate,Moderate,Moderate
Training Day,2001.0,7.7,410765.0,"Crime, Drama, Thriller",122.0,Film,R,-1.0,Moderate,Severe,Severe,Severe,Severe
The VelociPastor,2018.0,5.1,4727.0,"Action, Adventure, Comedy",75.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Raiders of the Lost Ark,1981.0,8.4,919273.0,"Action, Adventure",115.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Moderate
CSI: Miami,1981.0,6.4,55214.0,"Action, Crime, Drama",43.0,Series,TV-14,232.0,Moderate,Severe,Mild,Moderate,Moderate
Pearl Harbor,2001.0,6.2,320925.0,"Action, Drama, History",183.0,Film,PG-13,-1.0,Mild,Severe,Moderate,Mild,Severe
Matilda,1996.0,6.9,139078.0,"Comedy, Family, Fantasy",98.0,Film,PG,-1.0,None,Mild,Mild,Mild,Moderate
The Amazing Spider-Man 2,2014.0,6.6,437313.0,"Action, Adventure, Fantasy",142.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Love Life,2014.0,7.5,10490.0,"Comedy, Romance",35.0,Series,TV-MA,20.0,Moderate,None,Moderate,Mild,No Rate
Coco,2017.0,8.4,435130.0,"Animation, Adventure, Comedy",105.0,Film,PG,-1.0,None,Mild,None,Mild,Mild
Desperado,1995.0,7.2,178691.0,"Action, Crime, Thriller",104.0,Film,R,-1.0,Moderate,Severe,Severe,Mild,Moderate
Judas and the Black Messiah,2021.0,7.5,62197.0,"Biography, Drama, History",126.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Moderate
Grimm,2021.0,7.8,113143.0,"Crime, Drama, Fantasy",45.0,Series,TV-14,123.0,Mild,Severe,Mild,Mild,Moderate
Gomorra: La serie,2021.0,8.7,33068.0,"Crime, Drama, Thriller",55.0,Series,TV-MA,58.0,Moderate,Severe,Severe,Severe,Severe
Alita: Battle Angel,2019.0,7.3,247942.0,"Action, Adventure, Sci-Fi",122.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
The Godfather: Part II,1974.0,9.0,1187439.0,"Crime, Drama",202.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Moderate
Pitch Perfect,2012.0,7.1,290316.0,"Comedy, Music, Romance",112.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,None
Prodigal Son,2012.0,7.7,18018.0,"Crime, Drama, Mystery",44.0,Series,TV-14,33.0,Mild,Severe,Mild,Mild,Severe
Captain America: The First Avenger,2011.0,6.9,785169.0,"Action, Adventure, Sci-Fi",124.0,Film,PG-13,-1.0,Mild,Moderate,Mild,None,Mild
The Dreamers,2003.0,7.2,116531.0,"Drama, Romance",115.0,Film,NC-17,-1.0,Severe,Mild,Moderate,Moderate,None
Babylon 5,2003.0,8.3,29541.0,"Action, Adventure, Drama",45.0,Series,TV-PG,111.0,Mild,Moderate,Mild,Mild,Moderate
American Gods,2003.0,7.7,81447.0,"Drama, Fantasy, Mystery",60.0,Series,TV-MA,26.0,Severe,Severe,Severe,Moderate,Moderate
Futurama,2003.0,8.4,221472.0,"Animation, Comedy, Sci-Fi",22.0,Series,TV-14,140.0,Mild,Moderate,Mild,Moderate,Mild
The Dry,2020.0,6.9,16638.0,"Crime, Drama, Mystery",117.0,Film,R,-1.0,None,Moderate,Moderate,Mild,Moderate
Eternal Sunshine of the Spotless Mind,2004.0,8.3,951057.0,"Drama, Romance, Sci-Fi",108.0,Film,R,-1.0,Mild,Mild,Moderate,Mild,Mild
Spider-Man 2,2004.0,7.3,578084.0,"Action, Adventure, Sci-Fi",127.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
The Martian,2015.0,8.0,797773.0,"Adventure, Drama, Sci-Fi",144.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,Mild
Wonder Woman,2017.0,7.4,613054.0,"Action, Adventure, Fantasy",141.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Mild
StartUp,2017.0,7.9,25438.0,"Crime, Thriller",44.0,Series,Not Rated,30.0,Moderate,Moderate,Moderate,Moderate,Moderate
Scream 4,2011.0,6.2,133751.0,"Horror, Mystery",111.0,Film,R,-1.0,Mild,Severe,Severe,Moderate,Severe
Love Hard,2021.0,-1.0,-1.0,"Comedy, Romance",104.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Jumanji,1995.0,7.0,324368.0,"Adventure, Comedy, Family",104.0,Film,PG,-1.0,None,Mild,Mild,Mild,Moderate
The Guest,2014.0,6.7,96530.0,"Action, Mystery, Thriller",100.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Moderate
Ah-ga-ssi,2016.0,8.1,128983.0,"Drama, Romance, Thriller",145.0,Film,Not Rated,-1.0,Severe,Moderate,Severe,Mild,Moderate
The Last of the Mohicans,1992.0,7.7,159819.0,"Action, Adventure, Drama",112.0,Film,R,-1.0,Mild,Moderate,None,None,Moderate
The Medium,2021.0,6.6,1525.0,Horror,130.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Avatar 2,2022.0,-1.0,-1.0,"Action, Adventure, Sci-Fi",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Watchmen,2009.0,7.6,527291.0,"Action, Drama, Mystery",162.0,Film,R,-1.0,Severe,Severe,Severe,Mild,Severe
Snowpiercer,2013.0,7.1,341519.0,"Action, Drama, Sci-Fi",126.0,Film,R,-1.0,None,Severe,Moderate,Moderate,Severe
Aliens,1986.0,8.3,680473.0,"Action, Adventure, Sci-Fi",137.0,Film,R,-1.0,None,Moderate,Moderate,Mild,Severe
Mother!,2017.0,6.6,206014.0,"Drama, Horror, Mystery",121.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Severe
John Wick: Chapter 3 - Parabellum,2019.0,7.4,307504.0,"Action, Crime, Thriller",130.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
Miraculous: Tales of Ladybug & Cat Noir,2019.0,7.7,9027.0,"Animation, Action, Adventure",20.0,Series,TV-Y7,111.0,None,Mild,None,None,Mild
Green Book,2018.0,8.2,429657.0,"Biography, Comedy, Drama",130.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Moderate,Mild
Tommy Boy,1995.0,7.1,81456.0,"Adventure, Comedy",97.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,None
Kill Bill: Vol. 1,2003.0,8.1,1049398.0,"Action, Crime, Drama",111.0,Film,R,-1.0,Mild,Severe,Severe,Mild,Moderate
It Follows,2014.0,6.8,223147.0,"Horror, Mystery, Thriller",100.0,Film,R,-1.0,Severe,Moderate,Moderate,Mild,Severe
Angel,2014.0,7.9,67263.0,"Action, Drama, Fantasy",44.0,Series,TV-14,111.0,Mild,Moderate,Mild,Mild,Moderate
Gemini Man,2019.0,5.7,103621.0,"Action, Drama, Sci-Fi",117.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Mild
Chuck,2019.0,8.2,131783.0,"Action, Comedy, Drama",43.0,Series,TV-14,91.0,Mild,Moderate,Mild,Mild,Mild
Vacation Friends,2021.0,6.3,14822.0,"Adventure, Comedy",103.0,Film,R,-1.0,Mild,Mild,Severe,Severe,None
Snatch,2000.0,8.3,813924.0,"Comedy, Crime",104.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Mild
Black Sails,2000.0,8.2,98066.0,"Adventure, Drama",56.0,Series,TV-MA,38.0,Severe,Severe,Severe,Moderate,Severe
"Il buono, il brutto, il cattivo",1966.0,8.8,720032.0,Western,161.0,Film,R,-1.0,None,Moderate,Mild,Mild,Moderate
The Notebook,2004.0,7.8,542082.0,"Drama, Romance",123.0,Film,PG-13,-1.0,Moderate,Mild,Mild,Mild,Mild
Castlevania,2004.0,8.3,55247.0,"Animation, Action, Adventure",23.0,Series,TV-MA,32.0,Moderate,Severe,Severe,Mild,Severe
The Hobbit: An Unexpected Journey,2012.0,7.8,782308.0,"Adventure, Fantasy",169.0,Film,PG-13,-1.0,None,Moderate,None,Mild,Moderate
Split,2016.0,7.3,457276.0,"Horror, Thriller",117.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Ginny & Georgia,2016.0,7.5,38432.0,"Comedy, Drama",-1.0,Series,TV-14,20.0,Moderate,Mild,Moderate,Moderate,Mild
Slasher,2016.0,6.7,13030.0,"Crime, Drama, Horror",60.0,Series,Not Rated,32.0,Severe,Severe,Severe,Moderate,Severe
The Descent,2005.0,7.2,211927.0,"Adventure, Horror, Thriller",99.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
The Usual Suspects,1995.0,8.5,1031650.0,"Crime, Mystery, Thriller",106.0,Film,R,-1.0,Mild,Moderate,Severe,Moderate,Moderate
Edge of Tomorrow,2014.0,7.9,633486.0,"Action, Adventure, Sci-Fi",113.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Reign,2014.0,7.5,45988.0,"Drama, Fantasy",42.0,Series,TV-14,78.0,Moderate,Moderate,Mild,Mild,Moderate
Emily in Paris,2014.0,7.0,59234.0,"Comedy, Drama, Romance",30.0,Series,TV-MA,20.0,Moderate,None,Mild,Mild,None
Nancy Drew,2014.0,6.4,6588.0,"Drama, Fantasy, Horror",44.0,Series,TV-14,40.0,Mild,Mild,Mild,Mild,Moderate
Nightmare Alley,2021.0,-1.0,-1.0,"Action, Crime, Drama",139.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Uncharted,2022.0,-1.0,-1.0,"Action, Adventure",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Godfather of Harlem,2022.0,8.0,10512.0,"Crime, Drama",55.0,Series,TV-MA,20.0,Moderate,Severe,Severe,Severe,Moderate
Jolt,2021.0,5.6,23407.0,"Action, Thriller",91.0,Film,R,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Layer Cake,2004.0,7.3,173698.0,"Action, Crime, Drama",105.0,Film,R,-1.0,Moderate,Severe,Severe,Severe,Moderate
Stardust,2007.0,7.6,263530.0,"Adventure, Family, Fantasy",127.0,Film,PG-13,-1.0,Mild,Moderate,None,Mild,Moderate
Dark Shadows,2012.0,6.2,255634.0,"Comedy, Fantasy, Horror",113.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Tom & Jerry,2021.0,5.3,29886.0,"Animation, Adventure, Comedy",101.0,Film,PG,-1.0,None,Mild,None,Mild,Mild
Srpski film,2010.0,5.0,61013.0,"Horror, Mystery, Thriller",104.0,Film,NC-17,-1.0,Severe,Severe,Severe,Severe,Severe
The Matrix Revolutions,2003.0,6.8,470439.0,"Action, Sci-Fi",129.0,Film,R,-1.0,Mild,Severe,Mild,Mild,Moderate
The Kominsky Method,2003.0,8.2,35638.0,"Comedy, Drama",30.0,Series,TV-MA,22.0,Mild,None,Moderate,Mild,None
Cast Away,2000.0,7.8,553904.0,"Adventure, Drama, Romance",143.0,Film,PG-13,-1.0,None,Moderate,Mild,None,Moderate
Power,2000.0,8.1,42385.0,"Crime, Drama",50.0,Series,TV-MA,63.0,Severe,Severe,Severe,Severe,Moderate
Shetland,2000.0,8.2,12951.0,"Crime, Drama, Mystery",60.0,Series,TV-14,34.0,None,No Rate,Mild,No Rate,No Rate
One Flew Over the Cuckoo's Nest,1975.0,8.7,956596.0,Drama,133.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Severe
A Nightmare on Elm Street,2010.0,5.2,96348.0,"Crime, Drama, Horror",95.0,Film,R,-1.0,Mild,Severe,Moderate,Moderate,Severe
Jujutsu Kaisen,2010.0,8.7,31393.0,"Animation, Action, Adventure",24.0,Series,TV-MA,24.0,Mild,Severe,Mild,None,Severe
Transformers: Rise of the Beasts,2022.0,-1.0,-1.0,"Action, Adventure, Sci-Fi",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Nanatsu no taizai,2022.0,8.0,27724.0,"Animation, Action, Adventure",24.0,Series,TV-14,100.0,Moderate,Moderate,Mild,Mild,Moderate
Warrior,2022.0,8.4,22477.0,"Action, Crime, Drama",60.0,Series,TV-MA,21.0,Severe,Severe,Severe,Moderate,Moderate
Drive,2011.0,7.8,597089.0,"Crime, Drama",100.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Severe
Batman Begins,2005.0,8.2,1364161.0,"Action, Adventure",140.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
2001: A Space Odyssey,1968.0,8.3,631754.0,"Adventure, Sci-Fi",149.0,Film,G,-1.0,None,Mild,None,None,Moderate
The Black Phone,2021.0,8.9,132.0,Horror,102.0,Film,R,-1.0,No Rate,Moderate,No Rate,No Rate,No Rate
Resident Alien,2021.0,8.2,25350.0,"Comedy, Drama, Mystery",44.0,Series,TV-14,11.0,Mild,Moderate,Moderate,Mild,Mild
E.T. the Extra-Terrestrial,1982.0,7.8,388301.0,"Family, Sci-Fi",115.0,Film,PG,-1.0,None,Mild,Mild,Mild,Moderate
Furia,1982.0,6.8,618.0,Thriller,-1.0,Series,None,8.0,No Rate,No Rate,No Rate,No Rate,No Rate
Hotel Transylvania,2012.0,7.1,237433.0,"Animation, Adventure, Comedy",91.0,Film,PG,-1.0,None,Mild,None,None,Mild
